Id,Class
7428,"50 Dollars,taiwan Dollar,taiwan"
7429,"50 Dollars,taiwan Dollar,taiwan"
7430,"50 Dollars,taiwan Dollar,taiwan"
7459,"5 Baht,Thai Baht,thailand"
7460,"1 Satang,Thai Baht,thailand"
7461,"1 Satang,Thai Baht,thailand"
7462,"50 Cents,Euro,malta"
7491,"5 Paise, Pakistan Rupee, Pakistan"
7492,"5 Satang,Thai Baht,thailand"
7493,"5 Satang,Thai Baht,thailand"
7494,"5 Baht,Thai Baht,thailand"
7527,"25 Kurus,Turkish Lira,turkey"
7528,"5 Dollars,taiwan Dollar,taiwan"
7529,"5 Satang,Thai Baht,thailand"
7530,"5 Baht,Thai Baht,thailand"
7563,"50 Centavos,Mexican peso,mexico"
7564,"25 Satang,Thai Baht,thailand"
7565,"50 Satang,Thai Baht,thailand"
7566,"25 Satang,Thai Baht,thailand"
7597,"10 Agorot,Israeli New Shekel,israel"
7598,"50 Satang,Thai Baht,thailand"
7599,"1 Dollar,Canadian Dollar,canada"
7600,"50 Satang,Thai Baht,thailand"
7633,"1 Baht,Thai Baht,thailand"
7634,"1 Baht,Thai Baht,thailand"
7635,"1 Baht,Thai Baht,thailand"
7636,"1 Baht,Thai Baht,thailand"
7669,"25 Satang,Thai Baht,thailand"
7670,"2 Baht,Thai Baht,thailand"
7671,"5 Dollars,taiwan Dollar,taiwan"
7672,"5 Baht,Thai Baht,thailand"
7705,"5 Baht,Thai Baht,thailand"
7706,"5 Baht,Thai Baht,thailand"
7707,"5 Baht,Thai Baht,thailand"
7708,"5 Baht,Thai Baht,thailand"
7741,"10 Baht,Thai Baht,thailand"
7742,"10 New Sheqalim,Israeli New Shekel,israel"
7743,"10 Baht,Thai Baht,thailand"
7744,"10 Baht,Thai Baht,thailand"
7777,"1 Kurus,Turkish Lira,turkey"
7778,"1 Kurus,Turkish Lira,turkey"
7779,"2 Cents,Euro,malta"
7780,"1 Rappen,Swiss Franc,switzerland"
7813,"200 Rupiah,Indonesian Rupiah,indonesia"
7814,"5 Kurus,Turkish Lira,turkey"
7815,"5 Piso,Philipine peso,philippines"
7816,"5 Kurus,Turkish Lira,turkey"
7849,"10 Kurus,Turkish Lira,turkey"
7850,"50 Cents,Australian dollar,australia"
7851,"10 Kurus,Turkish Lira,turkey"
7852,"10 Kurus,Turkish Lira,turkey"
7885,"5 Francs,Swiss Franc,switzerland"
7886,"25 Kurus,Turkish Lira,turkey"
7887,"25 Kurus,Turkish Lira,turkey"
7888,"25 Kurus,Turkish Lira,turkey"
7921,"50 Kurus,Turkish Lira,turkey"
7922,"50 Kurus,Turkish Lira,turkey"
7923,"20 Cents,Euro,luxembourg"
7924,"10 Kurus,Turkish Lira,turkey"
7957,"1 Lira,Turkish Lira,turkey"
7958,"1 Lira,Turkish Lira,turkey"
7959,"1 Lira,Turkish Lira,turkey"
7960,"1 Euro,Euro,latvia"
7993,"1 Cent,US Dollar,usa"
7994,"1 Cent,US Dollar,usa"
7995,"1 2 Dollar,US Dollar,usa"
7996,"1 Cent,US Dollar,usa"
8029,"5 Cents,US Dollar,usa"
8030,"5 Cents,US Dollar,usa"
8031,"5 Cents,US Dollar,usa"
8032,"5 Cents,US Dollar,usa"
8065,"1 Dime,US Dollar,usa"
8066,"1 Dime,US Dollar,usa"
8067,"1 Dime,US Dollar,usa"
8068,"10 Kopeks,Russian Ruble,russia"
8101,"1 4 Dollar,US Dollar,usa"
8102,"1 4 Dollar,US Dollar,usa"
8103,"1 4 Dollar,US Dollar,usa"
8104,"1 4 Dollar,US Dollar,usa"
8129,"1 2 Dollar,US Dollar,usa"
8130,"1 Dollar,US Dollar,usa"
8131,"1 4 Dollar,US Dollar,usa"
8150,"50 Cents,Hong Kong dollar,hong_kong"
8151,"1 Dollar,US Dollar,usa"
8152,"10 Ore,Swedish Krona,sweden"
8243,"100 Dram,Armenian dram,Armenia"
8244,"100 Dram,Armenian dram,Armenia"
8245,"100 Dram,Armenian dram,Armenia"
8246,"100 Dram,Armenian dram,Armenia"
8247,"100 Dram,Armenian dram,Armenia"
8248,"100 Dram,Armenian dram,Armenia"
8249,"100 Dram,Armenian dram,Armenia"
8250,"100 Dram,Armenian dram,Armenia"
8251,"100 Dram,Armenian dram,Armenia"
8252,"100 Dram,Armenian dram,Armenia"
8343,"10 Dram,Armenian dram,Armenia"
8344,"10 Dram,Armenian dram,Armenia"
8345,"10 Dram,Armenian dram,Armenia"
8346,"10 Dram,Armenian dram,Armenia"
8347,"10 Dram,Armenian dram,Armenia"
8348,"10 Dram,Armenian dram,Armenia"
8349,"10 Dram,Armenian dram,Armenia"
8350,"10 Dram,Armenian dram,Armenia"
8351,"10 Dram,Armenian dram,Armenia"
8352,"10 Dram,Armenian dram,Armenia"
8443,"200 Dram,Armenian dram,Armenia"
8444,"200 Dram,Armenian dram,Armenia"
8445,"200 Dram,Armenian dram,Armenia"
8446,"200 Dram,Armenian dram,Armenia"
8447,"200 Dram,Armenian dram,Armenia"
8448,"200 Dram,Armenian dram,Armenia"
8449,"200 Dram,Armenian dram,Armenia"
8450,"200 Dram,Armenian dram,Armenia"
8451,"200 Dram,Armenian dram,Armenia"
8452,"200 Dram,Armenian dram,Armenia"
8543,"20 Dram,Armenian dram,Armenia"
8544,"20 Dram,Armenian dram,Armenia"
8545,"20 Dram,Armenian dram,Armenia"
8546,"50 Dram,Armenian dram,Armenia"
8547,"20 Dram,Armenian dram,Armenia"
8548,"20 Dram,Armenian dram,Armenia"
8549,"20 Dram,Armenian dram,Armenia"
8550,"20 Dram,Armenian dram,Armenia"
8551,"20 Dram,Armenian dram,Armenia"
8552,"20 Dram,Armenian dram,Armenia"
8643,"500 Dram,Armenian dram,Armenia"
8644,"500 Dram,Armenian dram,Armenia"
8645,"500 Dram,Armenian dram,Armenia"
8646,"500 Dram,Armenian dram,Armenia"
8647,"500 Dram,Armenian dram,Armenia"
8648,"500 Dram,Armenian dram,Armenia"
8649,"500 Dram,Armenian dram,Armenia"
8650,"500 Dram,Armenian dram,Armenia"
8651,"500 Dram,Armenian dram,Armenia"
8652,"500 Dram,Armenian dram,Armenia"
8743,"50 Dram,Armenian dram,Armenia"
8744,"50 Dram,Armenian dram,Armenia"
8745,"50 Dram,Armenian dram,Armenia"
8746,"50 Dram,Armenian dram,Armenia"
8747,"50 Dram,Armenian dram,Armenia"
8748,"50 Dram,Armenian dram,Armenia"
8749,"50 Dram,Armenian dram,Armenia"
8750,"50 Dram,Armenian dram,Armenia"
8751,"50 Dram,Armenian dram,Armenia"
8752,"50 Dram,Armenian dram,Armenia"
8775,"2 Cents,Euro,ireland"
8776,"2 Zlote,Polish Zloty,poland"
8777,"2 Cents,Euro,ireland"
8800,"5 Pesos,Chilean Peso,chile"
8801,"50 Cents,Euro,greece"
8802,"1 Euro,Euro,finland"
8825,"1 Euro,Euro,ireland"
8826,"1 Euro,Euro,cyprus"
8827,"1 Euro,Euro,ireland"
8850,"1 Euro,Euro,germany"
8851,"1 Euro,Euro,luxembourg"
8852,"1 Euro,Euro,luxembourg"
8875,"1 Euro,Euro,lithuania"
8876,"2 Euro,Euro,france"
8877,"1 Euro,Euro,lithuania"
8900,"1 Euro,Euro,greece"
8901,"1 Real,Brazilian Real,brazil"
8902,"1 Euro,Euro,greece"
8926,"20 Cents,Euro,greece"
8927,"5 Groszy,Polish Zloty,poland"
8951,"1 Euro,Euro,estonia"
8952,"1 Euro,Euro,belgium"
8953,"5 Dollars,taiwan Dollar,taiwan"
8976,"20 Cents,Euro,portugal"
8978,"5 euro Cent,Euro,spain"
9001,"20 Cents,Euro,slovakia"
9002,"20 Cents,Euro,slovakia"
9003,"20 Cents,Euro,slovakia"
9026,"1 Euro,Euro,slovenia"
9027,"1 Euro,Euro,netherlands"
9028,"1 Euro,Euro,netherlands"
9051,"20 Senti,Estonian kroon,Estonia"
9053,"1 Euro,Euro,austria"
9076,"2 Zlote,Polish Zloty,poland"
9077,"1 Yuan,Chinese Yuan Renminbi,china"
9078,"2 Cents,Euro,finland"
9101,"1 Euro,Euro,austria"
9102,"20 Cents,Euro,belgium"
9103,"2 Euro,Euro,malta"
9126,"20 Cents,Euro,lithuania"
9127,"50 Cents,Euro,spain"
9128,"50 Cents,Euro,spain"
9151,"2 Cents,Euro,italy"
9152,"20 Cents,Euro,netherlands"
9153,"20 Cents,Euro,slovakia"
9176,"1 Euro,Euro,slovenia"
9177,"1 Euro,Euro,slovenia"
9178,"1 Euro,Euro,slovenia"
9202,"5 euro Cent,Euro,spain"
9204,"20 Cents,Euro,italy"
9227,"20 Cents,Euro,italy"
9228,"50 Cents,Euro,spain"
9229,"2 Cents,Euro,ireland"
9252,"2 Cents,Euro,italy"
9253,"1 Euro,Euro,italy"
9254,"20 Cents,Euro,slovakia"
9277,"20 Cents,Euro,italy"
9278,"20 Cents,Euro,italy"
9279,"50 Cents,Euro,greece"
9302,"1 Euro,Euro,austria"
9303,"10 Pesos,Mexican peso,mexico"
9304,"1 Euro,Euro,austria"
9327,"1 Euro,Euro,france"
9328,"1 Euro,Euro,austria"
9352,"1 Euro,Euro,austria"
9353,"1 Euro,Euro,slovenia"
9354,"1 Euro,Euro,austria"
9377,"2 Zlote,Polish Zloty,poland"
9378,"1 Euro,Euro,greece"
9379,"1 Euro,Euro,greece"
9402,"50 Cents,Euro,latvia"
9403,"50 Cents,Euro,latvia"
9404,"50 Cents,Euro,latvia"
9427,"1 Euro,Euro,finland"
9428,"1 Euro,Euro,finland"
9429,"1 Euro,Euro,finland"
9452,"20 Cents,Euro,finland"
9453,"20 Cents,Euro,finland"
9454,"20 Cents,Euro,finland"
9477,"20 Cents,Euro,austria"
9478,"2 Cents,Euro,lithuania"
9479,"50 Senti,Estonian kroon,Estonia"
9502,"20 Cents,Euro,france"
9503,"2 Cents,Euro,italy"
9504,"20 Cents,Euro,france"
9527,"2 Euro,Euro,france"
9528,"10 Pesos,Mexican peso,mexico"
9529,"5 Paise, Pakistan Rupee, Pakistan"
9552,"20 Cents,Euro,luxembourg"
9553,"20 Cents,Euro,luxembourg"
9554,"20 Cents,Euro,luxembourg"
9577,"1 Euro,Euro,luxembourg"
9578,"1 Euro,Euro,luxembourg"
9579,"1 Euro,Euro,luxembourg"
9602,"1 Euro,Euro,cyprus"
9603,"1 Euro,Euro,austria"
9604,"1 Euro,Euro,netherlands"
9627,"1 Euro,Euro,luxembourg"
9628,"1 Euro,Euro,lithuania"
9629,"2 Euro,Euro,malta"
9652,"20 Cents,Euro,cyprus"
9653,"20 Cents,Euro,italy"
9654,"50 Cents,Euro,spain"
9677,"50 Cents,Euro,malta"
9678,"50 Cents,Euro,malta"
9679,"50 Cents,Euro,malta"
9703,"2 Cents,Euro,cyprus"
9704,"2 Euro,Euro,ireland"
9705,"5 Kurus,Turkish Lira,turkey"
9730,"5 Krooni,Estonian kroon,Estonia"
9731,"50 Senti,Estonian kroon,Estonia"
9732,"50 Senti,Estonian kroon,Estonia"
9746,"50 Cents,Euro,spain"
9747,"5 Dollars,taiwan Dollar,taiwan"
9769,"2 Euro,Euro,france"
9770,"2 Euro,Euro,france"
9771,"2 Euro,Euro,france"
9804,"50 Senti,Estonian kroon,Estonia"
9805,"50 Senti,Estonian kroon,Estonia"
9806,"50 Senti,Estonian kroon,Estonia"
9807,"50 Senti,Estonian kroon,Estonia"
9835,"1 Euro,Euro,luxembourg"
9836,"20 Senti,Estonian kroon,Estonia"
9837,"2 Euro,Euro,slovakia"
9861,"2 Euro,Euro,italy"
9862,"2 Euro,Euro,ireland"
9863,"20 Senti,Estonian kroon,Estonia"
9884,"2 Euro,Euro,spain"
9885,"1 Euro,Euro,belgium"
9886,"20 Cents,Euro,luxembourg"
9908,"2 Cents,Euro,latvia"
9909,"2 Cents,Euro,latvia"
9910,"2 Cents,Euro,latvia"
9938,"2 Cents,Euro,malta"
9939,"2 Zlote,Polish Zloty,poland"
9940,"2 Cents,Euro,malta"
9941,"2 Cents,Euro,malta"
9966,"20 Cents,Euro,austria"
9967,"2 Euro,Euro,germany"
9968,"50 Senti,Estonian kroon,Estonia"
9994,"2 Cents,Euro,spain"
9995,"20 Cents,Euro,slovakia"
9996,"20 Cents,Euro,slovakia"
10020,"2 Euro,Euro,slovakia"
10021,"2 Euro,Euro,ireland"
10022,"2 Euro,Euro,malta"
10042,"1 Euro,Euro,italy"
10043,"20 Cents,Euro,finland"
10044,"2 Cents,Euro,finland"
10073,"2 Cents,Euro,italy"
10074,"50 Cents,Euro,slovakia"
10075,"50 Cents,Euro,greece"
10076,"2 Cents,Euro,italy"
10099,"2 Euro,Euro,spain"
10100,"2 Euro,Euro,estonia"
10101,"2 Euro,Euro,estonia"
10123,"2 Euro,Euro,ireland"
10124,"50 Senti,Estonian kroon,Estonia"
10125,"50 Cents,Euro,malta"
10147,"50 Cents,Euro,netherlands"
10148,"2 Cents,Euro,lithuania"
10149,"2 Cents,Euro,ireland"
10171,"2 Cents,Euro,lithuania"
10172,"2 Cents,Euro,lithuania"
10173,"2 Cents,Euro,finland"
10194,"2 Cents,Euro,cyprus"
10195,"2 Cents,Euro,cyprus"
10196,"2 Cents,Euro,cyprus"
10214,"10 Kroner,Danish Krone,denmark"
10215,"50 Senti,Estonian kroon,Estonia"
10239,"20 Cents,Euro,cyprus"
10240,"50 Cents,Euro,spain"
10241,"20 Cents,Euro,cyprus"
10268,"2 Euro,Euro,ireland"
10269,"2 Euro,Euro,ireland"
10270,"2 Euro,Euro,greece"
10300,"2 Cents,Euro,luxembourg"
10301,"20 Cents,Euro,luxembourg"
10302,"2 Cents,Euro,luxembourg"
10303,"2 Cents,Euro,luxembourg"
10329,"2 Euro,Euro,spain"
10330,"2 Euro,Euro,slovakia"
10331,"20 Cents,Euro,slovakia"
10358,"2 Euro,Euro,germany"
10359,"1 Real,Brazilian Real,brazil"
10360,"50 Senti,Estonian kroon,Estonia"
10382,"2 Cents,Euro,netherlands"
10383,"2 Cents,Euro,malta"
10384,"2 Cents,Euro,netherlands"
10410,"2 Euro,Euro,netherlands"
10411,"2 Euro,Euro,slovenia"
10412,"1 Euro,Euro,austria"
10434,"50 Cents,Euro,spain"
10435,"20 Cents,Euro,austria"
10436,"50 Cents,Euro,portugal"
10459,"2 Euro,Euro,netherlands"
10460,"2 Euro,Euro,france"
10461,"50 Cents,Euro,malta"
10485,"2 Euro,Euro,portugal"
10486,"2 Euro,Euro,portugal"
10487,"2 Euro,Euro,portugal"
10512,"1 Dollar,Canadian Dollar,canada"
10513,"2 Cents,Euro,belgium"
10514,"20 Cents,Euro,belgium"
10538,"2 Cents,Euro,spain"
10539,"2 Cents,Euro,spain"
10540,"5 Groszy,Polish Zloty,poland"
10564,"2 Euro,Euro,greece"
10565,"20 Cents,Euro,finland"
10566,"2 Euro,Euro,ireland"
10592,"2 Euro,Euro,finland"
10593,"2 Euro,Euro,finland"
10594,"2 Euro,Euro,netherlands"
10625,"50 Senti,Estonian kroon,Estonia"
10626,"50 Senti,Estonian kroon,Estonia"
10627,"50 Senti,Estonian kroon,Estonia"
10656,"2 Cents,Euro,slovakia"
10657,"2 Cents,Euro,slovakia"
10658,"50 Cents,Euro,spain"
10659,"2 Cents,Euro,slovakia"
10688,"2 Cents,Euro,portugal"
10689,"2 Cents,Euro,portugal"
10690,"1 Sen,Malaysian Ringgit,malaysia"
10691,"2 Cents,Euro,portugal"
10713,"2 Cents,Euro,ireland"
10714,"2 Cents,Euro,ireland"
10715,"2 Cents,Euro,ireland"
10742,"10 Senti,Estonian kroon,Estonia"
10743,"50 Dollars,taiwan Dollar,taiwan"
10744,"50 Senti,Estonian kroon,Estonia"
10767,"2 Cents,Euro,germany"
10768,"2 Cents,Euro,germany"
10769,"1 Euro,Euro,austria"
10797,"20 Senti,Estonian kroon,Estonia"
10798,"2 Euro,Euro,netherlands"
10799,"2 Euro,Euro,portugal"
10908,"10 Paise, Pakistan Rupee, Pakistan"
10909,"50 Hellers,Czech Koruna,czech_republic"
10910,"10 Paise, Pakistan Rupee, Pakistan"
10911,"10 Paise, Pakistan Rupee, Pakistan"
10912,"10 Paise, Pakistan Rupee, Pakistan"
10913,"10 Paise, Pakistan Rupee, Pakistan"
10914,"5 Paise, Pakistan Rupee, Pakistan"
10915,"10 Paise, Pakistan Rupee, Pakistan"
10916,"5 Paise, Pakistan Rupee, Pakistan"
10917,"10 Paise, Pakistan Rupee, Pakistan"
10918,"5 Paise, Pakistan Rupee, Pakistan"
10919,"5 Paise, Pakistan Rupee, Pakistan"
11006,"10 Paise, Pakistan Rupee, Pakistan"
11007,"5 Paise, Pakistan Rupee, Pakistan"
11008,"10 Paise, Pakistan Rupee, Pakistan"
11009,"10 Ore,Swedish Krona,sweden"
11010,"10 Paise, Pakistan Rupee, Pakistan"
11011,"2 Paise, Pakistan Rupee, Pakistan"
11012,"2 Paise, Pakistan Rupee, Pakistan"
11013,"10 Paise, Pakistan Rupee, Pakistan"
11014,"10 Paise, Pakistan Rupee, Pakistan"
11015,"25 Centavos,Brazilian Real,brazil"
11124,"10 Paise, Pakistan Rupee, Pakistan"
11125,"10 Paise, Pakistan Rupee, Pakistan"
11126,"10 Paise, Pakistan Rupee, Pakistan"
11127,"10 Paise, Pakistan Rupee, Pakistan"
11128,"10 Paise, Pakistan Rupee, Pakistan"
11129,"10 Paise, Pakistan Rupee, Pakistan"
11130,"10 Paise, Pakistan Rupee, Pakistan"
11131,"10 Paise, Pakistan Rupee, Pakistan"
11132,"10 Paise, Pakistan Rupee, Pakistan"
11133,"10 Paise, Pakistan Rupee, Pakistan"
11134,"10 Paise, Pakistan Rupee, Pakistan"
11135,"10 Paise, Pakistan Rupee, Pakistan"
11174,"50 Hellers,Czech Koruna,czech_republic"
11175,"50 Hellers,Czech Koruna,czech_republic"
11176,"1 Paisa, Pakistan Rupee, Pakistan"
11177,"20 Cents,Euro,luxembourg"
11178,"10 Paise, Pakistan Rupee, Pakistan"
11243,"1 Paisa, Pakistan Rupee, Pakistan"
11244,"1 Real,Brazilian Real,brazil"
11245,"10 Ore,Swedish Krona,sweden"
11246,"10 Paise, Pakistan Rupee, Pakistan"
11247,"1 Paisa, Pakistan Rupee, Pakistan"
11248,"10 Paise, Pakistan Rupee, Pakistan"
11249,"50 Paise, Pakistan Rupee, Pakistan"
11250,"50 Paise, Pakistan Rupee, Pakistan"
11274,"20 Cents,Euro,finland"
11275,"20 Cents,Euro,finland"
11276,"2 Cents,Euro,finland"
11304,"5 Cents,Canadian Dollar,canada"
11305,"2 Cents,Euro,ireland"
11306,"50 Cents,Euro,luxembourg"
11307,"1 2 Dollar,taiwan Dollar,taiwan"
11330,"50 Cents,Euro,italy"
11331,"50 Cents,Euro,portugal"
11332,"2 Euro,Euro,spain"
11360,"50 Cents,Euro,greece"
11361,"50 Cents,Euro,portugal"
11362,"50 Cents,Euro,greece"
11381,"2 Euro,Euro,ireland"
11382,"2 Cents,Euro,ireland"
11383,"2 Cents,Euro,ireland"
11411,"20 Cents,Euro,greece"
11412,"50 Cents,Euro,latvia"
11413,"50 euro Cent,Euro,spain"
11431,"1 Euro,Euro,lithuania"
11432,"50 Cents,Euro,latvia"
11457,"1 Rupee,Pakistan Rupee,pakistan"
11458,"50 Cents,South African Rand,south_africa"
11459,"2 Euro,Euro,portugal"
11486,"20 Cents,Euro,luxembourg"
11487,"20 Cents,Euro,luxembourg"
11488,"20 Cents,Euro,luxembourg"
11516,"5 Dollars,taiwan Dollar,taiwan"
11517,"50 Cents,Euro,malta"
11518,"50 Cents,Euro,malta"
11519,"50 Cents,Euro,malta"
11550,"2 Cents,Euro,netherlands"
11551,"2 Cents,Euro,netherlands"
11552,"50 Dram,Armenian dram,Armenia"
11553,"2 Cents,Euro,netherlands"
11586,"20 Cents,Euro,portugal"
11587,"50 Cents,Euro,luxembourg"
11588,"20 Cents,Euro,portugal"
11589,"5 Groszy,Polish Zloty,poland"
11617,"50 Cents,Euro,malta"
11618,"20 Cents,Euro,slovakia"
11619,"20 Cents,Euro,slovakia"
11653,"20 euro Cent,Euro,spain"
11654,"2 Cents,Euro,ireland"
11655,"20 euro Cent,Euro,spain"
11656,"50 Cents,Euro,spain"
